100,1.1627,0.575477
110,1.25948,0.515335
121,1.22736,0.510381
134,1.22254,0.502374
148,1.18871,0.599748
163,1.24243,0.473716
180,1.21167,0.50975
198,1.27092,0.507975
218,1.06934,0.516901
240,1.21925,0.412467
264,1.30427,0.454062
291,1.26303,0.593558
321,1.33819,0.580763
354,1.17305,0.379424
390,1.16137,0.466783
429,1.21028,0.490837
472,1.21556,0.483494
520,1.19831,0.435792
572,1.23719,0.472743
630,1.24676,0.49023
693,1.25709,0.535586
763,1.18301,0.515534
840,1.25203,0.485977
924,1.24659,0.513684
1017,1.24625,0.512637
1119,1.24744,0.518791
1231,1.23337,0.515437
1355,1.2486,0.512574
1491,1.24564,0.513096
1641,1.24845,0.507158
1806,1.20089,0.494101
1987,1.01242,0.513446
2186,1.25989,0.498848
2405,1.25248,0.500744
2646,1.23641,0.373436
2911,1.29555,0.4462
3203,1.22612,0.390446
3524,1.3734,0.509556
3877,1.23208,0.514597
4265,1.22214,0.633453
4692,1.16376,0.551282
5162,1.25811,0.433867
5679,1.27632,0.513042
6247,1.28461,0.503184
6872,1.24816,0.510716
7560,1.25163,0.519287
8316,1.17126,0.55637
9148,1.20162,0.458051
10063,1.22514,0.470892
11070,1.25784,0.503457
12177,1.21902,0.507371
13395,1.24385,0.481856
14735,1.26796,0.511907
16209,1.16449,0.50755
17830,1.31362,0.56699
19613,1.24178,0.497848
21575,1.18616,0.501947
23733,1.24798,0.477329
26107,1.23758,0.521718
28718,1.29718,0.55315
31590,1.25765,0.520028
34749,1.38513,0.508729
38224,1.50126,0.467639
42047,1.69386,0.52203
46252,1.79604,0.526195
50878,1.7985,0.582675
55966,2.11328,0.554207
61563,2.10763,0.520668
67720,2.03533,0.504732
74492,2.18357,0.520512
81942,2.22349,0.495192
90137,2.22822,0.512405
99151,2.14607,0.519919
109067,2.03327,0.580945
119974,2.21356,0.532106
131972,2.07224,0.557294
145170,1.27062,0.50451
159687,1.2481,0.430142
175656,1.33049,0.491889
193222,1.25276,0.471028
212545,1.23106,0.507049
233800,1.19305,0.522406
257180,1.28068,0.503412
282898,1.40513,0.5066
311188,1.61239,0.553182
342307,1.80257,0.514507
376538,1.94687,0.513334
414192,2.03238,0.479844
455612,2.33049,0.490022
501174,2.37814,0.508791
551292,2.43699,0.502483
606422,2.58688,0.497577
667065,2.64891,0.509178
733772,2.73276,0.532638
807150,2.67642,0.51193
887865,2.84918,0.580835
976652,2.86375,0.471317
1074318,2.9345,0.580359
1181750,3.05519,0.526441
1299925,3.18189,0.532502
1429918,3.16089,0.516227
1572910,3.19008,0.514614
1730201,3.21862,0.513514
1903222,3.25211,0.514717
2093545,3.27999,0.514091
2302900,3.30878,0.514481
2533190,3.33049,0.51471
2786509,3.34885,0.518136
3065160,3.38878,0.513018
3371676,3.42401,0.494451
3708844,3.46806,0.510015
4079729,6.38367,0.530844
4487702,6.2504,0.520747
4936473,5.8765,0.52104
5430121,5.75509,0.518993
5973133,7.36,0.465948
6570447,6.95691,0.502268
7227492,6.62053,0.502829
7950242,6.31999,0.596235
8745266,7.80246,0.510956
9619793,7.13522,0.428235
10581773,7.81234,0.505725
11639951,7.52643,0.521134
12803946,8.11226,0.541026
14084341,7.68866,0.572265
15492775,8.03553,0.494478
17042052,8.35496,0.506873
18746258,8.68694,0.435312
20620884,8.5461,0.441483
22682972,8.59711,0.513672
24951270,8.60467,0.517845
27446398,8.68025,0.509053
30191038,8.58579,0.553192
33210142,8.97015,0.540666
36531156,8.85178,0.537353
40184272,8.96435,0.524815
44202700,9.00697,0.474605
48622972,8.9521,0.525953
53485272,9.08787,0.597149
58833800,9.06552,0.551263
64717180,9.08676,0.500921
71188896,9.1343,0.528132
78307784,9.35468,0.514074
86138568,9.61834,0.525441
94752424,9.78885,0.600674
104227672,9.86394,0.358755
114650440,9.93479,0.527748
126115488,10.2104,0.499452
138727040,10.32,0.545905
152599744,10.4891,0.503193
167859728,10.6071,0.588679
184645712,10.5709,0.523581
203110288,10.7028,0.548774
223421328,10.8415,0.439476
245763472,10.5382,0.494639
270339840,10.6695,0.502906
297373824,10.7445,0.515952
327111200,10.8966,0.479704
359822336,10.7578,0.528458
395804576,11.0254,0.51976
435385056,10.7316,0.511503
478923584,11.1899,0.542058
526815968,11.2497,0.507139
579497600,11.3835,0.525695
637447360,11.2801,0.514126
701192128,11.3049,0.517903
771311360,11.3024,0.490253
848442496,11.3577,0.518011
933286784,11.1613,0.511416
1026615488,11.197,0.493649
1129277056,11.3894,0.522906
1242204800,11.285,0.609195
1366425344,11.3977,0.537287
1503067904,11.4682,0.529339
1653374720,11.4225,0.47807
1818712192,11.3809,0.481583
2000583424,11.4458,0.53751
2200641792,11.5004,0.525437
2420706048,11.4749,0.511387
2662776832,11.4457,0.524663
2929054464,11.6443,0.538768
3221959936,11.613,0.527731
3544155904,12.0748,0.53197
3898571520,12.5271,0.517535
4288428800,12.6967,0.51797
4717271552,13.0792,0.525422
5188998656,13.3698,0.603921
5707898880,13.3965,0.519528
6000000000,13.7909,0.522787
